site_clean,year,longitude,latitude,previous_crop,tmean_season,tmax_mean,tmin_mean,heat_days,gdd_total,precip_total,srad_mean
OHH1,2020,-83.673847,39.856658,soybean,18.99845108695652,24.63516304347826,13.361739130434783,0,1765.925,498.27,18.63570652173913
OHH1,2022,-83.67373,39.8567,soybean,19.088940217391304,24.815108695652174,13.362771739130435,0,1770.32,530.5600000000001,19.291086956521738
OHH1,2023,-83.674355,39.855978,soybean,19.160978260869566,25.065489130434784,13.256467391304348,0,1767.205,435.39,18.731847826086955
OHH1,2024,-81.846223,40.779902,Wheat,20.39353260869565,26.565380434782607,14.221684782608696,1,1921.775,373.46,18.80320652173913
ONH1,2014,-80.42696111,43.497025,wheat,15.423913043478262,20.941195652173914,9.906630434782608,0,1181.72,516,17.58266304347826
ONH1,2015,-80.448907,43.497347,wheat,16.49633152173913,22.47907608695652,10.513586956521738,0,1361.335,457.21,18.07445652173913
ONH1,2016,-80.451969,43.499678,wheat,17.507798913043477,23.544021739130436,11.47157608695652,0,1533.985,339.76,19.42048913043478
ONH1,2017,-80.426126,43.496036,wheat,16.13679347826087,21.534510869565217,10.739076086956521,0,1298.075,481.22,17.716521739130435
ONH2,2014,-81.88311111,42.45419722,soybean,17.301576086956523,21.551847826086956,13.051304347826086,0,1422.7450000000001,518.18,18.21407608695652
ONH2,2015,-81.880906,42.454331,soybean,18.051195652173913,22.364619565217392,13.737771739130435,0,1547.385,491.88,18.44391304347826
ONH2,2016,-81.883455,42.452749,soybean,19.56366847826087,24.00195652173913,15.125380434782608,0,1824,257.92,19.64554347826087
ONH2,2017,-81.883468,42.452733,soybean,18.09195652173913,22.241358695652174,13.942554347826087,0,1558.195,473.35,18.41391304347826
ONH2,2019,-81.882542,42.452053,soybean,18.053315217391305,22.352934782608695,13.753695652173914,0,1561.76,531.73,18.076467391304348
ONH3,2024,-75.71289573,45.38412322,Clover,17.126657608695652,22.65157608695652,11.601739130434783,1,1442.725,572.2,16.91125
SCH1,2018,-82.73703,34.622082,soybean,24.39600543478261,29.880271739130436,18.911739130434782,4,2527.39,763.82,20.373641304347824
SCH1,2019,-82.737411,34.622112,soybean,25.07,31.263097826086955,18.876902173913045,45,2540.9,550.39,20.47907608695652
SCH1,2020,-82.737416,34.621912,soybean,23.08741847826087,28.645054347826086,17.52978260869565,16,2310.765,743.34,19.90070652173913
SCH1,2021,-82.737131,34.622998,soybean,23.411657608695652,29.260054347826088,17.563260869565216,14,2358.685,701.81,19.858478260869564
SCH1,2022,-82.736852,34.622035,corn,23.96366847826087,30.44646739130435,17.480869565217393,34,2393.09,477.45,20.349836956521738
SCH1,2023,-82.7377,34.62238,Soybeans,23.419565217391305,29.58271739130435,17.25641304347826,23,2326.5,503.67,20.221739130434784
SCH1,2024,-82.737051,34.621986,Soybean,24.34008152173913,30.345,18.33516304347826,37,2459.925,667.28,20.208315217391306
SDH1,2015,-102.92972,44.20888,wheat,18.486603260869565,25.436086956521738,11.537119565217392,16,1620.8700000000001,473,19.715489130434783
TXH1,2014,-96.43394444,30.54684444,wheat,26.428641304347828,32.18347826086956,20.67380434782609,47,2759.735,629.16,20.998478260869565
TXH1,2015,-96.43468,30.546769,corn,26.68336956521739,31.99445652173913,21.372282608695652,53,2805.62,791.11,20.742010869565217
TXH1,2016,-96.43468,30.546769,corn,26.347445652173914,31.307717391304347,21.38717391304348,23,2813.36,740.71,20.802282608695652
TXH1,2017,-96.432581,30.54535,NA,26.008016304347827,31.66625,20.34978260869565,48,2708.13,848.86,21.20125
TXH1,2018,-96.434713,30.546732,NA,27.710815217391303,33.58994565217391,21.831684782608697,90,2842.175,610.73,20.340597826086956
TXH1,2019,-96.434713,30.546732,NA,27.536576086956522,33.26788043478261,21.805271739130436,76,2853.11,532.29,21.02929347826087
TXH1,2020,-96.428085,30.537182,NA,26.713179347826088,32.78157608695652,20.644782608695653,62,2765.615,510.8,20.799021739130435
TXH1,2021,-96.42757069,30.53774915,corn,26.327309782608694,31.512010869565216,21.142608695652175,33,2791.015,688.8,20.018967391304347
TXH1,2022,-96.42769722,30.53759722,corn,28.82600543478261,35.567336956521736,22.084673913043478,107,2917.96,309.04,22.58086956521739
TXH1,2023,-96.43237879,30.5494533,Sorghum,28.906304347826087,35.22614130434783,22.586467391304346,101,2928.68,377.64,21.89375
TXH1,2024,-96.42847712,30.54241313,Sorghum,28.05758152173913,33.88630434782608,22.228858695652175,71,2940.37,598.16,20.960760869565217
TXH2,2014,-101.9494444,34.18466667,NA,23.191576086956523,30.11570652173913,16.26744565217391,36,2238.165,471.27,22.550652173913043
TXH2,2019,-96.434713,30.546732,NA,27.536576086956522,33.26788043478261,21.805271739130436,76,2853.11,532.29,21.02929347826087
TXH2,2020,-96.427673,30.537623,NA,26.713179347826088,32.78157608695652,20.644782608695653,62,2765.615,510.8,20.799021739130435
TXH2,2021,-96.42813145,30.53724828,corn,26.327309782608694,31.512010869565216,21.142608695652175,33,2791.015,688.8,20.018967391304347
TXH2,2022,-96.42814552,30.5372,corn,28.82600543478261,35.567336956521736,22.084673913043478,107,2917.96,309.04,22.58086956521739
TXH2,2023,-96.43264476,30.54967586,Sorghum,28.906304347826087,35.22614130434783,22.586467391304346,101,2928.68,377.64,21.89375
TXH3,2019,-96.434713,30.546732,NA,27.536576086956522,33.26788043478261,21.805271739130436,76,2853.11,532.29,21.02929347826087
TXH3,2020,-96.427156,30.538091,NA,26.713179347826088,32.78157608695652,20.644782608695653,62,2765.615,510.8,20.799021739130435
TXH3,2021,-96.42708262,30.53820977,corn,26.327309782608694,31.512010869565216,21.142608695652175,33,2791.015,688.8,20.018967391304347
TXH3,2022,-96.42719167,30.53803333,corn,28.82600543478261,35.567336956521736,22.084673913043478,107,2917.96,309.04,22.58086956521739
TXH3,2023,-96.43191995,30.54905331,Sorghum,28.906304347826087,35.22614130434783,22.586467391304346,101,2928.68,377.64,21.89375
WIH1,2014,-89.53098611,43.05706111,soybean,16.625489130434783,22.14521739130435,11.105760869565218,0,1395.175,607.53,17.868858695652175
WIH1,2015,-89.52875,43.054433,soybean,17.830842391304348,23.530978260869563,12.13070652173913,1,1555.925,613.89,17.895652173913042
WIH1,2016,-89.531689,43.056867,soybean,18.044239130434782,23.111847826086958,12.976630434782608,0,1599.42,731.52,18.418152173913043
WIH1,2017,-89.531052,43.057176,soybean,17.01913043478261,22.303586956521738,11.734673913043478,0,1429.92,654.89,18.213858695652174
WIH1,2018,-89.5311,43.0554,soybean,17.740434782608695,22.836195652173913,12.644673913043478,0,1579.465,991.91,17.095108695652176
WIH1,2019,-89.530362,43.057183,soybean,16.770434782608696,21.665163043478262,11.875706521739131,0,1432.63,835.94,16.910054347826087
WIH1,2020,-89.528261,43.0568242,soybean,16.475271739130434,21.7125,11.23804347826087,0,1426.575,670.42,18.438695652173912
WIH1,2021,-89.52965,43.05714,soybean,19.16084239130435,24.846847826086957,13.47483695652174,0,1773.3,465.36,17.803152173913045
WIH1,2022,-89.531286,43.058419,soybean,17.746467391304346,23.480434782608697,12.0125,0,1579.55,573.99,17.89673913043478
WIH1,2023,-89.529618,43.05719875,soybean,18.568070652173912,24.579891304347825,12.55625,3,1671.625,423.94,18.487391304347828
WIH1,2024,-89.5312806,43.0595087,Soybean,18.367907608695653,24.070869565217393,12.664945652173913,0,1627.465,670.95,18.59842391304348
WIH2,2015,-89.334397,43.326656,soybean,17.62774456521739,23.457934782608696,11.797554347826088,0,1526.68,580.97,17.895652173913042
WIH2,2016,-89.340156,43.326953,soybean,17.82146739130435,23.08320652173913,12.559728260869566,0,1567.945,711.92,18.418152173913043
WIH2,2017,-89.335756,43.324531,soybean,16.74032608695652,22.117445652173913,11.36320652173913,0,1390.21,616.05,18.213858695652174
WIH2,2018,-89.3852,43.4049,soybean,17.543885869565216,22.81516304347826,12.272608695652174,0,1556.82,965.8100000000001,17.095108695652176
WIH2,2019,-89.332787,43.32034,soybean,16.344021739130437,21.3425,11.34554347826087,0,1370.225,777.07,16.910054347826087
WIH2,2020,-89.384175,43.294275,soybean,16.125054347826087,21.35483695652174,10.895271739130434,0,1385.195,660.5,18.438695652173912
WIH2,2021,-89.332737,43.319604,soybean,18.632690217391303,24.27391304347826,12.991467391304347,0,1694.94,516.04,17.803152173913045
WIH2,2022,-89.38669993,43.29417285,soybean,17.627608695652174,23.447336956521738,11.807880434782609,0,1560.57,561.12,17.89673913043478
WIH2,2023,-89.38508,43.3045162,soybean,18.385190217391305,24.432771739130434,12.337608695652174,3,1649.33,410.61,18.487391304347828
WIH2,2024,-89.3871313,43.2942177,Soybean,18.136684782608697,23.897717391304347,12.375652173913043,0,1591.625,683.86,18.59842391304348
WIH3,2020,-89.545233,44.115206,NA,15.707309782608696,20.75788043478261,10.656739130434783,0,1334.6,643.19,18.15608695652174
WIH3,2021,-89.5431,44.11493,corn,17.889266304347824,23.18375,12.594782608695652,0,1574.53,593.68,17.876195652173912
WIH3,2022,-89.55738345,44.11927723,NA,17.15654891304348,22.78375,11.529347826086957,0,1485.615,537.98,17.772065217391305
WIH3,2023,-89.544413,44.1150208,NA,17.845108695652176,23.5675,12.122717391304349,2,1572.82,429.52,17.603152173913042
WIH3,2024,-89.5479516,44.1155322,NA,17.79100543478261,23.386521739130433,12.195489130434783,0,1537.165,700.55,18.032119565217393
